damageLevel,hurt,collapse,deltaP,ammoQuantity,outerSideLength,outerSideWidth,outerHeight,roofThick,wallThick,soilThick,liningPlateThick
2,0.1854,0.0736,3.28E-06,2,9.5,7,4,1.5,1,2,0.2
1,4.00E-07,0,8.10E-07,2,8,7,7.5,1.5,0.5,2,0.45
4,1,0.5062,0.44206355,13,10,7,2.5,1.5,1.5,2,0.15
1,0.1188,0.0396,1.47E-06,1,8,7,7,1.5,1,2,0.1
4,1,0.4834,0.71181994,16,6.5,7,2,1.5,1,2,0.1
1,3.39E-06,0,6.78E-06,4,9.5,7,3,1.5,1,2,0.4
2,0.2793,0.1362,9.30E-06,2,6.5,7,3.5,1.5,1,2,0.15
2,0.15795,0.0553,1.71E-06,5,6.5,7,6,1.5,0.5,2,0.3
4,0.81310768,0.2368,0.08913846,11,8,7,7.5,1.5,0.5,2,0.15
1,2.05E-06,0,4.11E-06,2,8,7,5.5,1.5,1.5,2,0.3
1,1.53E-05,0,3.05E-05,1,7.5,7,2,1.5,0.5,2,0.35
4,1,0.3838,0.47444276,17,5.5,7,4,1.5,1.5,2,0.25
2,0.2085,0.089,6.99E-06,5,7.5,7,3.5,1.5,1,2,0.35
4,1,0.1457,0.48616714,18,9,7,2,1.5,0.5,2,0.25
4,0.97396078,0.1047,0.17396078,16,8.5,7,4,1.5,0.5,2,0.4
1,1.14E-06,0,2.28E-06,1,8.5,7,7,1.5,1.5,2,0.4
1,0.1428,0.0476,1.68E-06,4,7,7,7.5,1.5,1,2,0.35
4,1,0.3485,0.48616714,22,5,7,4.5,1.5,1.5,2,0.2
2,0.2148,0.0932,3.93E-06,1,6.5,7,4,1.5,0.5,2,0.15
4,0.88326152,0.1985,0.09790769,24,9.5,7,7.5,1.5,1,2,0.2
4,1,0.5275,0.22485827,25,5.5,7,6,1.5,1,2,0.1
1,3.90E-07,0,7.90E-07,4,10.5,7,7.5,1.5,1,2,0.35
3,0.4344,0.2508,2.14E-05,5,4.5,7,3.5,1.5,1,2,0.3
1,4.00E-06,0,8.01E-06,3,7,7,3.5,1.5,1,2,0.35
2,0.1623,0.0582,1.68E-06,1,6,7,6.5,1.5,0.5,2,0.15
4,0.85807808,0.0504,0.09475976,14,7.5,7,7.5,1.5,0.5,2,0.45
1,1.81E-06,0,3.62E-06,5,9,7,4,1.5,1,2,0.35
2,0.22365,0.0991,1.71E-06,11,6.5,7,6,1.5,0.5,2,0.4
1,6.64E-06,0,1.33E-05,2,6.5,7,4,1.5,1.5,2,0.25
3,0.3784,0.2088,1.92E-05,6,4,7,3,1.5,0.5,2,0.35
1,1.25E-05,0,2.49E-05,1,6.5,7,2.5,1.5,1,2,0.25
4,0.98339908,0.2505,0.18339908,12,9,7,4.5,1.5,1,2,0.2
2,0.15465,0.0531,1.57E-06,3,8.5,7,5,1.5,0.5,2,0.25
1,8.13E-05,0,0.0001626,14,6,7,2,1.5,1.5,2,0.45
2,0.17205,0.0647,1.95E-06,6,5.5,7,6.5,1.5,0.5,2,0.45
1,5.70E-06,0,1.14E-05,3,7.5,7,2.5,1.5,0.5,2,0.4
4,1,0.0015,0.35514862,5,7.5,7,2.5,1.5,0.5,2,0.2
1,5.60E-07,0,1.12E-06,3,10,7,6.5,1.5,1,2,0.3
2,0.17925,0.0695,1.86E-06,7,10,7,5,1.5,1,2,0.45
1,5.13E-06,0,1.03E-05,1,6.5,7,4.5,1.5,1.5,2,0.25
2,0.1776,0.0684,4.50E-06,7,9.5,7,3.5,1.5,1,2,0.35
1,2.87E-05,0,5.73E-05,2,7,7,2,1.5,1,2,0.15
1,2.05E-06,0,4.11E-06,3,6,7,5.5,1.5,1,2,0.4
4,1,0.3099,0.33886861,18,6,7,5,1.5,1.5,2,0.1
4,0.94773578,0.3645,0.14773578,23,7.5,7,5,1.5,0.5,2,0.1
4,0.97396078,0.336,0.17396078,12,7,7,6,1.5,1,2,0.1
4,0.944423,0.2525,0.144423,25,9,7,5.5,1.5,1,2,0.15
1,3.09E-06,0,6.18E-06,5,9,7,4,1.5,1.5,2,0.35
2,0.1611,0.0574,1.47E-06,10,10.5,7,7,1.5,1.5,2,0.35
3,0.4848,0.2886,7.87E-05,6,5.5,7,2.5,1.5,1.5,2,0.35
1,5.49E-06,0,1.10E-05,6,10,7,2.5,1.5,1,2,0.4
4,1,0.3337,0.20523421,17,8,7,6,1.5,1.5,2,0.15
1,2.39E-06,0,4.77E-06,4,7.5,7,5.5,1.5,1.5,2,0.35
4,1,0.3442,0.20523421,20,10.5,7,4.5,1.5,1.5,2,0.15
1,4.25E-06,0,8.49E-06,1,5,7,7.5,1.5,1.5,2,0.45
1,3.59E-06,0,7.18E-06,3,4,7,4.5,1.5,0.5,2,0.25
4,1,0.2836,0.38161383,20,6.5,7,4,1.5,1.5,2,0.4
1,8.27E-06,0,1.65E-05,6,10.5,7,2.5,1.5,1.5,2,0.45
1,2.39E-06,0,4.77E-06,5,4,7,5.5,1.5,0.5,2,0.35
2,0.1776,0.0684,8.10E-07,5,8,7,7.5,1.5,0.5,2,0.2
1,1.34E-06,0,2.68E-06,1,5.5,7,5.5,1.5,0.5,2,0.4
2,0.1509,0.0506,1.43E-06,2,9,7,5,1.5,0.5,2,0.2
2,0.19965,0.0831,5.40E-06,4,8.5,7,4.5,1.5,1.5,2,0.25
2,0.222,0.098,4.97E-06,6,6.5,7,6.5,1.5,1.5,2,0.4
2,0.1656,0.0604,2.53E-06,8,7,7,6,1.5,1,2,0.4
2,0.22905,0.1027,7.18E-06,3,7,7,3,1.5,0.5,2,0.2
4,0.7730424,0.0853,0.0841303,15,10,7,6.5,1.5,0.5,2,0.35
2,0.23925,0.1095,5.40E-06,3,6,7,7,1.5,1.5,2,0.2
4,1,0.532,0.26256299,14,4.5,7,4.5,1.5,0.5,2,0.15
4,1,0.2844,0.50570777,19,6.5,7,2.5,1.5,1,2,0.45
4,1,0.3435,0.29070152,22,6,7,6,1.5,1.5,2,0.15
3,0.44413333,0.2581,2.14E-05,5,4,7,4,1.5,1,2,0.35
2,0.2628,0.1252,1.03E-05,2,8,7,2.5,1.5,0.5,2,0.15
3,0.31973333,0.1648,5.23E-06,8,6.5,7,4.5,1.5,1,2,0.35
1,9.61E-06,0,1.92E-05,1,7.5,7,3,1.5,1.5,2,0.1
4,0.91716216,0.0896,0.11716216,3,8.5,7,5.5,1.5,0.5,2,0.15
4,1,0.2456,0.28282273,16,4.5,7,6,1.5,1,2,0.4
4,1,0.1503,0.22485827,10,5.5,7,6,1.5,1,2,0.4
4,1,0.5155,0.54115776,12,6,7,2.5,1.5,1,2,0.1
1,2.39E-06,0,4.77E-06,2,7.5,7,5.5,1.5,1.5,2,0.45
4,0.99556498,0.2955,0.19556498,21,7.5,7,5,1.5,1,2,0.3
1,2.02E-05,0,4.04E-05,2,5,7,3.5,1.5,1.5,2,0.25
4,0.92259936,0.1041,0.12259936,15,10.5,7,5.5,1.5,1,2,0.3
4,1,0.6121,0.54115776,23,4,7,3.5,1.5,1,2,0.4
1,2.70E-06,0,5.40E-06,3,6.5,7,3.5,1.5,0.5,2,0.35
2,0.18825,0.0755,3.04E-06,5,8.5,7,6,1.5,1.5,2,0.3
2,0.24555,0.1137,4.04E-06,10,4,7,6,1.5,0.5,2,0.4
2,0.19395,0.0793,3.10E-06,1,7.5,7,4,1.5,0.5,2,0.15
1,9.61E-06,0,1.92E-05,1,5.5,7,2.5,1.5,0.5,2,0.45
4,0.93138254,0.0597,0.13138254,12,7.5,7,5.5,1.5,0.5,2,0.45
4,1,0.0012,1.86546031,24,4,7,2,1.5,1.5,2,0.45
2,0.19425,0.0795,2.68E-06,6,5,7,6,1.5,0.5,2,0.4
4,1,0.3629,0.30432279,16,4.5,7,5.5,1.5,1,2,0.25
2,0.16485,0.0599,2.68E-06,5,9,7,6,1.5,1.5,2,0.25
3,0.366,0.1995,4.50E-06,16,10.5,7,4,1.5,1.5,2,0.45
2,0.2118,0.0912,6.18E-06,6,6,7,6.5,1.5,1.5,2,0.3
1,1.74E-06,0,3.48E-06,2,6.5,7,5.5,1.5,1,2,0.4
2,0.1566,0.0544,3.17E-06,1,7,7,7.5,1.5,1.5,2,0.1
4,1,0.1528,0.21504624,3,6.5,7,7.5,1.5,1.5,2,0.15
4,1,0.1167,0.22485827,19,5.5,7,6,1.5,1,2,0.4
2,0.18765,0.0751,9.30E-06,6,10.5,7,3,1.5,1.5,2,0.35
1,1.61E-05,0,3.22E-05,2,4.5,7,3,1.5,1,2,0.4
4,0.97017978,0.4882,0.17017978,23,4.5,7,7,1.5,0.5,2,0.1
1,6.99E-06,0,1.40E-05,1,6.5,7,3,1.5,1,2,0.35
4,1,0.1156,0.21504624,6,8,7,3.5,1.5,0.5,2,0.3
4,0.73789088,0.1922,0.07973636,19,9,7,7.5,1.5,0.5,2,0.15
2,0.16275,0.0585,2.28E-06,7,8.5,7,7,1.5,1.5,2,0.45
2,0.18285,0.0719,2.61E-06,4,7.5,7,5.5,1.5,1,2,0.3
1,8.40E-07,0,1.68E-06,1,6,7,6.5,1.5,0.5,2,0.3
4,1,0.3114,0.50570777,8,5,7,3,1.5,1,2,0.35
2,0.1842,0.0728,4.11E-06,7,8,7,5.5,1.5,1.5,2,0.45
1,1.61E-05,0,3.22E-05,1,9.5,7,2,1.5,1,2,0.25
4,1,0.1335,0.25039377,10,5,7,6,1.5,1,2,0.4
3,0.36666667,0.2,3.56E-05,8,5.5,7,2.5,1.5,1,2,0.25
2,0.19515,0.0801,3.74E-06,4,10.5,7,3,1.5,0.5,2,0.3
4,0.94773578,0.2566,0.14773578,6,7.5,7,5,1.5,0.5,2,0.15
1,1.07E-05,0,2.14E-05,8,5.5,7,4,1.5,1.5,2,0.45
2,0.2109,0.0906,1.05E-05,6,7.5,7,3,1.5,1,2,0.45
1,4.65E-06,0,9.30E-06,1,7.5,7,4,1.5,1.5,2,0.3
2,0.16515,0.0601,2.02E-06,6,8.5,7,7.5,1.5,1.5,2,0.45
2,0.20145,0.0843,2.75E-06,7,10.5,7,4,1.5,1,2,0.35
4,1,0.2323,0.22841195,17,6.5,7,7,1.5,1.5,2,0.3
1,6.38E-06,0,1.28E-05,4,9,7,3,1.5,1.5,2,0.45
4,1,0.5668,0.47444276,13,4,7,4,1.5,1,2,0.25
4,1,0.2224,0.63829292,9,5.5,7,3,1.5,1.5,2,0.25
1,0.0855,0.0285,6.10E-07,1,9.5,7,7.5,1.5,0.5,2,0.15
1,3.49E-06,0,6.99E-06,1,7.5,7,3.5,1.5,1,2,0.45
4,0.98468586,0.1247,0.18468586,17,9.5,7,5.5,1.5,1.5,2,0.45
4,1,0.3234,0.24403061,15,10,7,4,1.5,1.5,2,0.1
1,9.00E-07,0,1.80E-06,3,9.5,7,7,1.5,1.5,2,0.4
2,0.2037,0.0858,2.31E-06,10,9,7,6.5,1.5,1.5,2,0.35
2,0.2154,0.0936,5.77E-06,4,6.5,7,6,1.5,1.5,2,0.35
1,3.32E-06,0,6.65E-06,7,10.5,7,2.5,1.5,0.5,2,0.4
2,0.22185,0.0979,3.83E-06,3,5,7,5,1.5,0.5,2,0.25
4,0.93347377,0.1765,0.13347377,17,9.5,7,4.5,1.5,0.5,2,0.3
4,0.99826851,0.1903,0.19826851,16,5.5,7,5,1.5,0.5,2,0.45
2,0.28725,0.1415,9.30E-06,3,6,7,3,1.5,0.5,2,0.15
4,0.89814264,0.1354,0.09976783,6,10,7,7,1.5,1,2,0.1
4,0.83476008,0.118,0.09184501,5,10,7,6,1.5,0.5,2,0.15
2,0.1995,0.083,2.53E-06,5,7,7,6,1.5,1,2,0.3
1,0.1308,0.0436,8.60E-07,5,10,7,7.5,1.5,1,2,0.3
1,5.40E-05,0,0.00010807,2,7,7,2,1.5,1.5,2,0.35
1,1.74E-06,0,3.48E-06,3,6,7,4.5,1.5,0.5,2,0.45
2,0.2901,0.1434,1.03E-05,4,6,7,5,1.5,1.5,2,0.3
4,1,0.1853,0.35514862,22,7.5,7,2.5,1.5,0.5,2,0.45
4,0.97017978,0.3254,0.17017978,20,6.5,7,5,1.5,0.5,2,0.25
2,0.1578,0.0552,1.47E-06,4,6,7,7,1.5,0.5,2,0.3
3,0.34013333,0.1801,1.28E-05,7,5,7,3,1.5,0.5,2,0.4
2,0.2046,0.0864,5.40E-06,5,8.5,7,4.5,1.5,1.5,2,0.35
2,0.15375,0.0525,1.16E-06,4,8.5,7,7.5,1.5,1,2,0.3
1,8.27E-06,0,1.65E-05,2,8,7,2.5,1.5,1,2,0.25
4,0.99009032,0.3713,0.19009032,17,6,7,6.5,1.5,1,2,0.15
1,1.14E-05,0,2.27E-05,1,4.5,7,5.5,1.5,1.5,2,0.4
4,1,0.1074,0.25444306,16,6,7,7,1.5,1.5,2,0.4
4,1,0.8406,0.47444276,22,4.5,7,3.5,1.5,1,2,0.15
2,0.25935,0.1229,5.10E-06,4,7.5,7,4,1.5,1,2,0.3
4,1,0.0811,0.21504624,13,10,7,4.5,1.5,1.5,2,0.35
4,0.90510381,0.1116,0.10510381,9,9.5,7,7,1.5,1,2,0.2
1,8.00E-07,0,1.59E-06,4,9.5,7,7.5,1.5,1.5,2,0.3
4,0.90191415,0.3049,0.10191415,19,7.5,7,7,1.5,0.5,2,0.15
1,8.40E-07,0,1.68E-06,3,6,7,6.5,1.5,0.5,2,0.25
1,1.07E-05,0,2.14E-05,5,7,7,2.5,1.5,1,2,0.4
1,2.02E-05,0,4.04E-05,4,7,7,2.5,1.5,1.5,2,0.3
4,0.944423,0.0627,0.144423,12,10,7,5,1.5,1,2,0.4
2,0.2247,0.0998,8.30E-06,6,8.5,7,3,1.5,1,2,0.3
1,5.30E-07,0,1.07E-06,1,9.5,7,7,1.5,1,2,0.2
1,5.10E-07,0,1.01E-06,3,7.5,7,7,1.5,0.5,2,0.35
2,0.27315,0.1321,9.30E-06,3,6.5,7,3.5,1.5,1,2,0.1
2,0.26925,0.1295,1.10E-05,1,7,7,4,1.5,1.5,2,0.15
1,2.25E-06,0,4.50E-06,4,8,7,4,1.5,1,2,0.35
4,1,0.1011,0.26256299,9,6.5,7,6,1.5,1.5,2,0.45
2,0.16605,0.0607,2.21E-06,5,6.5,7,7,1.5,1,2,0.4
1,1.28E-06,0,2.55E-06,2,10,7,5.5,1.5,1.5,2,0.2
2,0.29655,0.1477,4.50E-06,5,6,7,4,1.5,0.5,2,0.25
4,1,0.3477,0.58432791,11,5.5,7,2.5,1.5,1,2,0.3
2,0.1887,0.0758,1.40E-06,6,10.5,7,4.5,1.5,0.5,2,0.3
1,2.71E-05,0,5.42E-05,9,9.5,7,2,1.5,1.5,2,0.45
1,1.74E-06,0,3.48E-06,4,6,7,4.5,1.5,0.5,2,0.35
4,1,0.4983,0.34271661,10,7.5,7,3,1.5,1,2,0.1
1,3.09E-06,0,6.18E-06,2,8,7,4.5,1.5,1.5,2,0.3
4,0.97204541,0.0417,0.17204541,10,10.5,7,3.5,1.5,0.5,2,0.4
1,9.30E-07,0,1.86E-06,3,9,7,5.5,1.5,1,2,0.2
3,0.37133333,0.2035,2.27E-06,13,5.5,7,6,1.5,0.5,2,0.35
4,0.90131795,0.0437,0.10131795,8,7,7,7.5,1.5,0.5,2,0.45
4,0.91793891,0.1123,0.11793891,18,9.5,7,5,1.5,0.5,2,0.35
2,0.16095,0.0573,3.04E-06,3,7.5,7,7,1.5,1.5,2,0.2
4,1,0.3485,0.26256299,19,4.5,7,4.5,1.5,0.5,2,0.25
2,0.2001,0.0834,3.04E-06,10,4,7,7,1.5,0.5,2,0.4
1,1.39E-06,0,2.79E-06,3,8,7,4,1.5,0.5,2,0.3
1,2.44E-05,0,4.88E-05,3,10,7,2,1.5,1.5,2,0.25
4,1,0.5683,0.83192368,22,5,7,2.5,1.5,1.5,2,0.1
1,8.13E-05,0,0.0001626,4,4,7,3,1.5,1.5,2,0.2
2,0.18555,0.0737,4.34E-06,2,6.5,7,7,1.5,1.5,2,0.2
2,0.2172,0.0948,3.24E-06,5,5.5,7,5,1.5,0.5,2,0.3
1,1.61E-05,0,3.22E-05,3,9.5,7,2,1.5,1,2,0.25
4,1,0.6221,0.32473456,14,6,7,3,1.5,0.5,2,0.15
1,5.49E-06,0,1.10E-05,2,10,7,2.5,1.5,1,2,0.45
1,8.27E-06,0,1.65E-05,6,8,7,3,1.5,1.5,2,0.4
2,0.189,0.076,2.68E-06,9,5.5,7,5.5,1.5,0.5,2,0.4
2,0.1674,0.0616,1.81E-06,4,10.5,7,4,1.5,0.5,2,0.35
4,1,0.1548,0.29557489,8,5,7,5,1.5,1,2,0.45
2,0.1512,0.0508,1.47E-06,7,6,7,7,1.5,0.5,2,0.35
4,1,0.136,0.45244943,10,10,7,2,1.5,0.5,2,0.1
4,0.93580976,0.0358,0.13580976,17,10.5,7,6.5,1.5,1.5,2,0.45
4,0.98339908,0.3828,0.18339908,24,4.5,7,6.5,1.5,0.5,2,0.25
4,1,0.3945,0.22636781,25,7.5,7,3.5,1.5,0.5,2,0.3
1,5.49E-06,0,1.10E-05,1,8,7,3.5,1.5,1.5,2,0.35
4,1,0.2952,0.38161383,6,6.5,7,4,1.5,1.5,2,0.15
1,0.1332,0.0444,7.90E-07,10,10.5,7,7.5,1.5,1,2,0.45
2,0.2028,0.0852,2.68E-06,9,9,7,6,1.5,1.5,2,0.4
2,0.1791,0.0694,7.47E-06,4,9,7,3,1.5,1,2,0.25
1,5.60E-07,0,1.13E-06,3,6.5,7,7.5,1.5,0.5,2,0.4
1,8.13E-05,0,0.0001626,1,4.5,7,2.5,1.5,1.5,2,0.1
2,0.1641,0.0594,4.02E-06,4,8.5,7,4,1.5,1,2,0.25
1,1.19E-06,0,2.39E-06,2,9.5,7,6,1.5,1.5,2,0.25
2,0.1824,0.0716,9.30E-06,3,10.5,7,3,1.5,1.5,2,0.25
1,1.47E-05,0,2.94E-05,4,5.5,7,3.5,1.5,1.5,2,0.4
2,0.2295,0.103,1.03E-05,8,4.5,7,3.5,1.5,0.5,2,0.45
4,0.93138254,0.0878,0.13138254,16,9.5,7,7.5,1.5,1.5,2,0.4
3,0.42106667,0.2408,4.43E-05,4,6,7,2,1.5,0.5,2,0.2
4,1,0.1384,0.34945062,10,8,7,3.5,1.5,1.5,2,0.45
4,1,0.1829,0.25724641,8,9.5,7,4,1.5,1.5,2,0.3
1,5.00E-07,0,1.00E-06,1,7,7,7.5,1.5,0.5,2,0.45
1,3.41E-06,0,6.82E-06,6,7,7,5,1.5,1.5,2,0.35
1,4.10E-07,0,8.30E-07,2,8.5,7,7,1.5,0.5,2,0.3
3,0.3412,0.1809,4.26E-06,13,9.5,7,4.5,1.5,1.5,2,0.35
4,1,0.4394,0.50570777,13,6.5,7,2.5,1.5,1,2,0.1
4,1,0.4207,0.47444276,12,5.5,7,4,1.5,1.5,2,0.2
4,1,0.5177,0.29070152,16,5.5,7,3.5,1.5,0.5,2,0.2
4,1,0.1405,0.45244943,15,7.5,7,3,1.5,1.5,2,0.3
4,0.86625456,0.044,0.09578182,5,8,7,7,1.5,0.5,2,0.25
4,1,0.3145,0.22240526,21,10,7,3.5,1.5,1,2,0.3
2,0.2772,0.1348,7.47E-06,2,5.5,7,4.5,1.5,1,2,0.2
1,7.10E-07,0,1.41E-06,3,10.5,7,5.5,1.5,1,2,0.25
1,0.1359,0.0453,1.68E-06,5,9.5,7,5.5,1.5,1,2,0.4
1,2.01E-06,0,4.02E-06,4,8.5,7,4,1.5,1,2,0.45
4,0.93347377,0.2403,0.13347377,23,9.5,7,4.5,1.5,0.5,2,0.2
2,0.2178,0.0952,6.18E-06,4,6,7,6.5,1.5,1.5,2,0.35
2,0.28245,0.1383,2.94E-05,3,5.5,7,3.5,1.5,1.5,2,0.25
4,0.92556511,0.0494,0.12556511,8,6,7,7,1.5,0.5,2,0.4
1,1.01E-05,0,2.03E-05,7,9.5,7,2.5,1.5,1.5,2,0.4
1,1.47E-05,0,2.94E-05,1,10,7,2,1.5,1,2,0.1
1,3.32E-06,0,6.65E-06,1,10.5,7,2.5,1.5,0.5,2,0.35
1,8.27E-06,0,1.65E-05,5,10.5,7,2.5,1.5,1.5,2,0.3
2,0.18315,0.0721,1.90E-06,5,7,7,7,1.5,1,2,0.35
2,0.18,0.07,2.16E-06,8,10,7,6,1.5,1.5,2,0.45
4,1,0.0753,0.26256299,6,8,7,3,1.5,0.5,2,0.3
4,1,0.0001,1.43706006,25,4.5,7,2,1.5,1.5,2,0.3
4,1,0.3164,0.78708773,6,4.5,7,3,1.5,1.5,2,0.2
3,0.36066667,0.1955,7.47E-06,8,4.5,7,4,1.5,0.5,2,0.35
4,0.97968172,0.4863,0.17968172,25,5.5,7,5.5,1.5,0.5,2,0.15
2,0.15435,0.0529,1.47E-06,1,6,7,7,1.5,0.5,2,0.15
3,0.422,0.2415,1.65E-05,5,6,7,4,1.5,1.5,2,0.25
2,0.297,0.148,4.11E-06,2,6,7,5.5,1.5,1,2,0.15
4,0.96072727,0.1324,0.16072727,13,7.5,7,6,1.5,1,2,0.3
2,0.23835,0.1089,7.18E-06,8,5.5,7,3.5,1.5,0.5,2,0.35
4,0.97726916,0.1625,0.17726916,24,8,7,7,1.5,1.5,2,0.35
2,0.2604,0.1236,1.10E-05,8,8,7,3.5,1.5,1.5,2,0.45
4,1,0.4097,0.33637872,19,10.5,7,2.5,1.5,1,2,0.1
2,0.18795,0.0753,3.62E-06,9,9,7,4,1.5,1,2,0.45
4,0.7058196,0.0256,0.07572745,2,9.5,7,7.5,1.5,0.5,2,0.1
4,1,0.3887,0.20915902,18,7,7,5,1.5,1,2,0.15
2,0.2979,0.1486,1.10E-05,9,5.5,7,5.5,1.5,1.5,2,0.45
4,1,0.1458,0.52674889,12,6.5,7,3,1.5,1.5,2,0.35
2,0.16605,0.0607,1.31E-06,7,8.5,7,7,1.5,1,2,0.4
2,0.16455,0.0597,3.08E-06,2,10,7,5,1.5,1.5,2,0.2
4,1,0.267,0.22049737,11,5.5,7,4.5,1.5,0.5,2,0.3
4,0.90987891,0.1653,0.10987891,20,7.5,7,6.5,1.5,0.5,2,0.35
2,0.16065,0.0571,2.75E-06,1,10.5,7,4,1.5,1,2,0.1
2,0.16905,0.0627,3.59E-06,6,7,7,7,1.5,1.5,2,0.35
4,0.88326152,0.0402,0.09790769,6,9.5,7,7.5,1.5,1,2,0.25
2,0.2913,0.1442,1.65E-05,3,6,7,3,1.5,1,2,0.15
4,1,0.0018,0.75061148,9,8,7,2,1.5,1.5,2,0.35
2,0.2409,0.1106,4.04E-06,3,4,7,6,1.5,0.5,2,0.3
2,0.18555,0.0737,2.39E-06,9,7.5,7,4.5,1.5,0.5,2,0.45
2,0.2652,0.1268,6.78E-06,4,4.5,7,6,1.5,1,2,0.35
4,1,0.1071,0.24715435,8,7.5,7,4,1.5,1,2,0.35
4,1,0.3719,0.58432791,23,9,7,2,1.5,1,2,0.2
2,0.18975,0.0765,2.39E-06,8,9.5,7,6,1.5,1.5,2,0.4
4,1,0.5443,0.27100455,22,5,7,4,1.5,0.5,2,0.35
2,0.1818,0.0712,3.04E-06,7,8.5,7,6,1.5,1.5,2,0.35
1,4.25E-06,0,8.49E-06,4,6,7,5.5,1.5,1.5,2,0.4
3,0.47426667,0.2807,2.27E-05,5,5,7,2.5,1.5,0.5,2,0.3
1,1.15E-06,0,2.31E-06,3,6,7,7.5,1.5,1,2,0.45
1,1.30E-06,0,2.61E-06,1,8,7,7,1.5,1.5,2,0.35
2,0.2085,0.089,1.21E-05,7,7,7,3,1.5,1,2,0.4
2,0.21285,0.0919,1.10E-05,5,8,7,3.5,1.5,1.5,2,0.35
4,0.81310768,0.1347,0.08913846,23,8,7,7.5,1.5,0.5,2,0.3
4,0.73789088,0.0314,0.07973636,12,9,7,7.5,1.5,0.5,2,0.45
3,0.38426667,0.2132,2.94E-05,6,4,7,3.5,1.5,1,2,0.25
4,1,0.333,0.32473456,18,8.5,7,2.5,1.5,0.5,2,0.35
4,0.64802808,0.1169,0.06850351,8,10.5,7,7.5,1.5,0.5,2,0.15
1,8.00E-07,0,1.59E-06,5,7.5,7,5.5,1.5,0.5,2,0.45
2,0.2208,0.0972,2.53E-06,6,6.5,7,6.5,1.5,1,2,0.35
1,1.22E-06,0,2.44E-06,6,6.5,7,5,1.5,0.5,2,0.45
1,2.05E-06,0,4.11E-06,2,10,7,3.5,1.5,1,2,0.25
1,2.13E-06,0,4.26E-06,2,7.5,7,3.5,1.5,0.5,2,0.4
4,1,0,0.51281346,10,8.5,7,2.5,1.5,1.5,2,0.3
4,1,0.3654,0.36426543,15,5,7,4,1.5,1,2,0.25
4,1,0.4338,0.42336897,8,6,7,3,1.5,1,2,0.2
1,5.70E-06,0,1.14E-05,5,7.5,7,2.5,1.5,0.5,2,0.25
2,0.2772,0.1348,5.77E-06,3,4,7,5,1.5,0.5,2,0.2
4,1,0.1065,0.20915902,9,9,7,4,1.5,1,2,0.35
1,8.13E-05,0,0.0001626,8,4.5,7,2.5,1.5,1.5,2,0.45
2,0.20115,0.0841,2.31E-06,4,9,7,4,1.5,0.5,2,0.3
4,1,0.325,1.06207207,24,5.5,7,2,1.5,1.5,2,0.45
2,0.156,0.054,1.57E-06,2,8.5,7,5,1.5,0.5,2,0.2
1,5.40E-05,0,0.00010807,2,5,7,2.5,1.5,1.5,2,0.3
1,3.39E-06,0,6.78E-06,1,4.5,7,6,1.5,1,2,0.35
2,0.2679,0.1286,3.48E-06,6,8.5,7,3.5,1.5,0.5,2,0.3
2,0.2898,0.1432,1.65E-05,5,8,7,2.5,1.5,1,2,0.35
3,0.4232,0.2424,2.27E-05,5,5,7,4.5,1.5,1.5,2,0.45
2,0.2031,0.0854,4.97E-06,5,6.5,7,6.5,1.5,1.5,2,0.3
1,5.26E-06,0,1.05E-05,5,7.5,7,3,1.5,1,2,0.3
3,0.40426667,0.2282,1.65E-05,3,4,7,4.5,1.5,1,2,0.25
1,1.01E-06,0,2.02E-06,1,8.5,7,7.5,1.5,1.5,2,0.25
4,1,0.2225,0.23257692,12,10.5,7,4,1.5,1.5,2,0.3
1,3.49E-06,0,6.99E-06,5,7.5,7,3.5,1.5,1,2,0.4
2,0.1884,0.0756,4.34E-06,1,6.5,7,7,1.5,1.5,2,0.15
4,1,0.2455,0.25444306,8,8.5,7,4.5,1.5,1.5,2,0.1
2,0.1794,0.0696,4.50E-06,6,10.5,7,4,1.5,1.5,2,0.4
1,1.96E-06,0,3.93E-06,4,7.5,7,4.5,1.5,1,2,0.4
4,0.96317792,0.4555,0.16317792,24,5.5,7,6,1.5,0.5,2,0.15
4,1,0.1076,0.23257692,8,6,7,4,1.5,0.5,2,0.35
1,3.90E-07,0,7.90E-07,2,10.5,7,7.5,1.5,1,2,0.45
2,0.1722,0.0648,3.77E-06,2,10.5,7,3.5,1.5,1,2,0.2
4,0.87464616,0.0909,0.09683077,17,10.5,7,5.5,1.5,0.5,2,0.45
4,0.96486275,0.1575,0.16486275,18,5,7,6.5,1.5,0.5,2,0.4
2,0.1863,0.0742,6.65E-06,8,10.5,7,2.5,1.5,0.5,2,0.25
1,1.74E-06,0,3.48E-06,5,8,7,6,1.5,1.5,2,0.45
1,3.41E-06,0,6.82E-06,5,7,7,5,1.5,1.5,2,0.4
2,0.29085,0.1439,3.24E-06,14,5.5,7,5,1.5,0.5,2,0.45
4,1,0.0001,0.8856911,9,6.5,7,2,1.5,1.5,2,0.2
2,0.2358,0.1072,2.12E-06,10,9.5,7,4,1.5,0.5,2,0.35
2,0.16905,0.0627,2.31E-06,8,8,7,7.5,1.5,1.5,2,0.4
4,1,0.2071,0.61071691,8,8.5,7,2,1.5,1,2,0.15
2,0.1665,0.061,3.48E-06,4,7.5,7,6.5,1.5,1.5,2,0.25
