5.18,5.32,863,1.06,0.7,0.54,0.019,1.59,0.52,0.31,0.2,198,0.2444 
7.91,9.73,1084,1.07,1.74,0.56,0.008,0.69,0.69,0.31,0.19,81,0.1283 
8.71,4.63,837,0.94,0.6,0.55,0.01,1.74,0.56,0.66,0.26,22,0.0498 
9.83,8.16,1323,0.99,1.52,0.46,0.013,1.64,0.25,0.28,0.23,110,0.1153 
5.97,11.28,1215,1.46,1.3,0.52,0.018,0.95,0.54,0.69,0.35,196,0.1906 
9.9,9.51,1307,1.28,0.32,0.63,0.011,1.15,0.32,0.53,0.33,85,0.0381 
8.08,9.3,1286,0.48,1.2,0.59,0.014,0.81,0.68,0.48,0.15,153,0.1270 
8.94,6.35,850,0.81,1.44,0.53,0.004,1.82,0.59,0.22,0.34,82,0.1128 
10.94,8.65,1420,1.63,1.69,0.36,0.006,1.67,0.44,0.25,0.29,199,0.1451 
9.98,5.19,1027,1.42,0.89,0.69,0.013,1.15,0.47,0.2,0.39,61,0.0736 
10.07,5.45,1028,1.55,0.87,0.43,0.007,0.54,0.44,0.32,0.43,126,0.0984 
7.22,9.12,886,0.49,0.91,0.58,0.018,0.7,0.21,0.35,0.43,47,0.0600 
7.19,8.48,1387,1.57,1.38,0.35,0.014,0.85,0.39,0.29,0.15,23,0.0986 
6.7,9.66,1413,1.74,0.99,0.25,0.018,0.86,0.34,0.44,0.3,102,0.1304 
9.71,4.35,1397,1.51,1.07,0.55,0.008,1.34,0.34,0.64,0.14,91,0.1375 
9.09,9.82,1176,1.7,0.39,0.35,0.011,1.26,0.38,0.51,0.11,193,0.0640 
6.14,6.23,917,0.96,1.57,0.35,0.018,0.59,0.23,0.39,0.39,116,0.2764 
5.36,10.31,1030,1.31,1.03,0.23,0.005,1.77,0.43,0.46,0.16,142,0.1604 
11.08,10.97,1237,0.54,0.7,0.24,0.006,1.88,0.28,0.32,0.46,67,0.0341 
8.58,11.79,1165,1.63,0.63,0.47,0.012,1.52,0.59,0.31,0.42,110,0.0542 
6.15,7.11,1037,0.69,1.61,0.51,0.009,0.78,0.49,0.41,0.38,93,0.2148 
9.91,9.72,1104,1.59,0.43,0.64,0.016,0.78,0.55,0.53,0.22,177,0.0569 
8.46,5.19,837,0.54,0.69,0.41,0.004,1.46,0.2,0.29,0.13,197,0.1314 
5.58,8.71,959,0.46,1.3,0.51,0.019,0.82,0.4,0.6,0.49,137,0.1980 
5.44,4.91,1486,1.57,1.05,0.23,0.009,1.09,0.54,0.35,0.18,102,0.2943 
8.52,10.76,938,1.75,1.32,0.38,0.006,1.63,0.51,0.27,0.31,80,0.0751 
8.83,10.85,1287,0.34,0.51,0.47,0.02,1.03,0.61,0.24,0.36,39,0.0304 
9.57,4.08,896,1.22,1.21,0.43,0.007,1.4,0.54,0.53,0.37,92,0.1494 
8.36,8.87,1007,0.92,0.32,0.59,0.002,1.07,0.67,0.31,0.24,91,0.0406 
5.86,6.71,1396,1.27,1.22,0.46,0.018,0.64,0.26,0.65,0.33,146,0.3031 
11.59,8.08,1274,1.43,1.3,0.57,0.003,1.08,0.27,0.43,0.37,133,0.0962 
8.54,9.48,880,1.52,0.79,0.49,0.006,0.88,0.48,0.48,0.33,32,0.0346 
10.96,4.46,1262,0.83,0.39,0.38,0.014,0.78,0.47,0.32,0.26,148,0.0950 
9.94,9.04,1235,1.1,0.9,0.61,0.011,0.59,0.67,0.37,0.15,58,0.0610 
11.55,7.55,1204,1.32,0.79,0.66,0.008,1.76,0.43,0.42,0.5,98,0.0654 
9.58,10.99,1304,0.95,1.53,0.4,0.009,1.84,0.7,0.53,0.15,177,0.1072 
8.9,8.83,1023,1.46,1.16,0.24,0.02,1.09,0.59,0.59,0.18,162,0.1148 
6.74,10.04,1442,0.32,0.99,0.38,0.012,0.65,0.39,0.26,0.22,72,0.0973 
6.33,10.59,837,1.43,0.32,0.24,0.01,1.5,0.31,0.54,0.27,65,0.0393 
6.96,11.79,844,0.83,0.68,0.61,0.01,1.32,0.28,0.35,0.34,89,0.0503 
5.46,6.43,1087,1.1,1.58,0.56,0.003,0.57,0.22,0.59,0.49,190,0.4015 
5.62,4.26,1418,1.49,0.35,0.61,0.02,1.57,0.63,0.5,0.21,153,0.1882 
11.21,8.77,807,1.58,1.69,0.31,0.014,1.05,0.21,0.23,0.24,51,0.0660 
11.24,8.54,1082,0.95,0.45,0.69,0.003,1.46,0.4,0.69,0.49,34,0.0238 
8.55,6.12,1230,0.83,0.49,0.68,0.009,1.14,0.4,0.39,0.35,145,0.1119 
5.8,4.43,1392,0.9,1.03,0.24,0.006,1.58,0.52,0.37,0.31,23,0.1625 
11.88,9,841,1.61,1.79,0.5,0.017,1.63,0.62,0.66,0.23,182,0.1019 
5.07,7.76,1021,1.08,1.18,0.61,0.003,0.96,0.32,0.43,0.2,198,0.2898 
10.39,10.63,1487,1.79,0.89,0.25,0.003,1.25,0.37,0.55,0.38,11,0.0283 
6.75,10.72,953,1.04,0.62,0.58,0.011,1.44,0.46,0.56,0.23,118,0.0683 
7.37,5.99,854,1.57,0.73,0.55,0.009,1.71,0.55,0.49,0.24,163,0.1288 
9.43,6.66,1383,1.51,1.61,0.32,0.011,1.57,0.45,0.25,0.28,187,0.1823 
7.03,7.24,1299,1.5,0.62,0.64,0.007,0.77,0.32,0.27,0.24,66,0.0891 
8.19,5.4,1176,0.42,1.8,0.57,0.007,1.05,0.62,0.43,0.47,132,0.2702 
5.55,4.28,902,1.13,1.03,0.27,0.011,0.96,0.55,0.5,0.21,17,0.1173 
9.22,9.88,1441,0.89,0.37,0.43,0.014,0.71,0.65,0.21,0.17,79,0.0440 
7.08,11.45,1262,0.54,0.77,0.33,0.014,1.73,0.27,0.41,0.17,150,0.0925 
5.27,4.93,1238,1.09,0.57,0.41,0.02,1.67,0.49,0.46,0.41,18,0.0937 
9.48,10.61,890,1.43,0.8,0.68,0.009,1.87,0.51,0.58,0.47,128,0.0563 
6.99,8.48,923,1.09,1.04,0.53,0.015,1.59,0.32,0.39,0.17,52,0.0812 
6.34,11.04,1465,0.76,0.87,0.68,0.018,1.9,0.41,0.65,0.14,70,0.0872 
9.01,9.1,965,0.32,1.17,0.32,0.01,1.54,0.25,0.49,0.21,125,0.0829 
8.56,6.09,1448,1.59,1.21,0.44,0.004,1.55,0.37,0.51,0.28,85,0.1418 
6.82,10.94,902,0.34,1.14,0.26,0.006,0.85,0.42,0.37,0.37,196,0.1101 
9.37,4.36,1013,1.34,1.64,0.22,0.013,1.78,0.68,0.62,0.5,182,0.2294 
6.32,4.22,1306,0.34,0.44,0.27,0.011,1.05,0.55,0.39,0.44,122,0.1702 
7.92,8.61,1086,0.49,0.51,0.59,0.007,0.79,0.52,0.29,0.34,54,0.0423 
9.24,5.18,1166,0.31,0.32,0.4,0.007,1.45,0.27,0.48,0.29,25,0.0349 
5.65,11.42,1330,0.98,0.86,0.56,0.007,1.61,0.53,0.27,0.48,172,0.1341 
7.11,6.93,1133,0.34,1.11,0.7,0.016,1.57,0.4,0.48,0.47,97,0.1566 
6.6,10.43,974,0.94,1.65,0.4,0.005,1.78,0.43,0.61,0.34,73,0.1282 
6.19,5.36,1028,1.44,1.77,0.38,0.007,1.16,0.26,0.28,0.26,53,0.2207 
11.45,5.66,1414,0.88,0.41,0.64,0.003,1.5,0.35,0.58,0.3,178,0.0880 
6.62,6.85,1200,0.4,1.56,0.45,0.002,1.24,0.28,0.27,0.35,81,0.1966 
10.42,6.61,1426,0.45,1.79,0.47,0.003,0.62,0.6,0.64,0.1,91,0.1323 
11.76,7.83,1299,1.75,0.38,0.61,0.009,1.27,0.6,0.55,0.46,166,0.0561 
9.11,8.7,900,1.32,1.69,0.22,0.002,1.74,0.38,0.28,0.26,65,0.0898 
5.47,8.78,1201,0.83,0.32,0.52,0.006,1.01,0.31,0.44,0.25,43,0.0463 
9.05,7.48,939,1.17,1.04,0.28,0.015,0.59,0.42,0.53,0.1,179,0.1205 
6.31,4.56,816,0.9,0.92,0.43,0.003,1.45,0.32,0.4,0.16,66,0.1511 
10.8,7.7,1239,1.18,1.72,0.42,0.014,1.3,0.65,0.27,0.36,27,0.0764 
7.9,5.51,1211,1.55,0.99,0.45,0.012,1.02,0.4,0.32,0.49,78,0.1345 
6.17,4.44,998,1.3,0.51,0.64,0.015,1.23,0.32,0.39,0.24,11,0.0488 
11.28,6.73,1491,0.39,1.29,0.39,0.014,1.69,0.65,0.22,0.23,153,0.1272 
11.43,5.39,1355,1.55,1.23,0.35,0.016,1.9,0.22,0.36,0.49,48,0.0894 
7.34,6.36,1092,1.7,1.66,0.48,0.004,1.97,0.36,0.4,0.34,34,0.1449 
9.13,5.13,1125,1.73,1.67,0.42,0.006,1.44,0.69,0.37,0.35,39,0.1284 
9.8,4.08,1405,0.39,1.5,0.62,0.016,0.53,0.55,0.45,0.41,150,0.2382 
10.43,10.18,1292,0.85,0.7,0.43,0.016,1.47,0.4,0.51,0.1,194,0.0733 
10.59,9.73,1087,0.61,1.27,0.32,0.011,0.97,0.6,0.31,0.11,101,0.0707 
8.12,9.97,964,0.37,1.05,0.38,0.004,0.8,0.56,0.25,0.5,195,0.0986 
10.09,5.12,977,0.57,0.83,0.22,0.009,1.79,0.47,0.2,0.2,32,0.0600 
7.77,4.11,1103,0.93,0.72,0.63,0.008,1.23,0.42,0.59,0.14,80,0.1277 
10.37,4.51,1084,1.19,0.31,0.45,0.016,1.31,0.33,0.45,0.12,11,0.0259 
8.94,10.58,1075,1.76,1.71,0.46,0.014,1.87,0.65,0.48,0.18,52,0.0898 
10.67,4.15,1229,0.56,0.46,0.49,0.018,0.61,0.26,0.51,0.11,131,0.1094 
11.22,5.91,1098,0.63,1.35,0.21,0.003,0.69,0.34,0.46,0.15,107,0.1200 
9.26,4.57,1247,0.92,0.63,0.61,0.017,1.92,0.52,0.53,0.39,75,0.1053 
9.22,11.79,1318,0.91,1.38,0.49,0.011,0.93,0.52,0.64,0.45,62,0.0631 
6,5.39,872,0.54,1.7,0.61,0.012,1.11,0.32,0.49,0.37,148,0.3438 
6.3,11.96,1072,0.53,0.36,0.3,0.014,0.71,0.29,0.5,0.43,169,0.0640 
5.39,10.02,1113,1.21,1.42,0.6,0.005,1.01,0.27,0.63,0.16,185,0.2471 
7.3,4.56,801,0.73,1.41,0.59,0.006,0.95,0.25,0.53,0.28,83,0.1974 
8.2,5.01,933,1.09,0.84,0.6,0.018,1.11,0.27,0.62,0.42,59,0.1001 
8.23,4.37,972,0.96,1.04,0.57,0.006,0.7,0.35,0.51,0.3,34,0.1011 
9.54,4.45,877,0.45,0.8,0.65,0.005,0.82,0.58,0.35,0.47,147,0.1287 
8.79,11.97,1136,0.66,1.36,0.32,0.006,0.68,0.55,0.29,0.21,185,0.0957 
9.83,7.31,1294,0.74,0.58,0.59,0.007,0.95,0.36,0.62,0.46,31,0.0423 
7.57,9.32,1253,1.01,1.57,0.37,0.012,1.17,0.38,0.27,0.22,84,0.1437 
8.07,9.2,1301,1.08,0.68,0.68,0.006,0.64,0.23,0.49,0.11,120,0.0839 
5.47,6.66,1140,0.61,1.3,0.62,0.019,1.33,0.36,0.6,0.21,27,0.1616 
8.81,7.67,1012,0.86,1.56,0.69,0.009,0.71,0.25,0.39,0.13,54,0.1007 
5.81,11.86,1047,0.58,1.02,0.68,0.01,1.57,0.21,0.54,0.3,165,0.1245 
7.37,8.1,988,0.91,0.65,0.57,0.005,0.77,0.58,0.56,0.46,55,0.0619 
9.98,6.2,1399,0.96,0.96,0.58,0.009,0.84,0.25,0.35,0.12,47,0.0847 
6.11,4.44,1244,1.27,1.6,0.7,0.012,1,0.24,0.49,0.25,122,0.3629 
8.59,11.04,1331,1.11,0.76,0.33,0.015,1.14,0.58,0.32,0.11,161,0.0769 
6.33,5.37,1452,1.43,1.6,0.21,0.019,2,0.48,0.24,0.49,182,0.3835 
7.45,4.43,1036,1.77,1.18,0.58,0.003,0.52,0.42,0.36,0.42,184,0.2558 
7.85,9.52,1402,0.47,1.76,0.59,0.014,1.84,0.48,0.31,0.29,31,0.1024 
11.36,9.36,945,1.63,0.64,0.35,0.006,1.73,0.58,0.67,0.44,151,0.0514 
11.66,11.15,1149,0.35,0.69,0.24,0.011,1.72,0.38,0.28,0.16,71,0.0295 
5.06,9.35,1234,1.62,0.5,0.49,0.019,0.84,0.45,0.55,0.49,177,0.1505 
5.93,4.36,824,1.6,1.56,0.56,0.019,0.99,0.47,0.49,0.45,84,0.2934 
5.88,11.83,1437,0.6,1.46,0.36,0.009,0.57,0.35,0.24,0.18,97,0.1363 
10.87,5.23,1311,1.13,0.86,0.27,0.016,0.85,0.7,0.6,0.44,140,0.1133 
10.55,6.54,928,1.3,0.36,0.52,0.017,1.93,0.52,0.31,0.29,103,0.0520 
10.7,4.35,1083,0.64,0.84,0.32,0.01,1.59,0.31,0.69,0.21,82,0.1085 
11.97,10.22,846,1.14,1.29,0.28,0.018,0.63,0.4,0.29,0.24,108,0.0514 
10.02,5.83,1052,1.56,0.36,0.32,0.014,1.11,0.35,0.36,0.21,88,0.0528 
11.57,8.54,1270,1.15,0.83,0.57,0.019,1.26,0.29,0.61,0.2,147,0.0763 
5.97,6.35,1183,1.43,0.97,0.36,0.017,0.88,0.33,0.38,0.25,27,0.1109 
6.64,7.39,944,1.27,1.39,0.45,0.01,1.73,0.51,0.61,0.46,144,0.2013 
7.62,5.29,1425,1.22,0.36,0.56,0.018,1.63,0.21,0.69,0.38,88,0.0970 
9.66,4.4,984,0.52,1.41,0.23,0.007,0.96,0.28,0.33,0.49,66,0.1479 
5.48,5.4,1135,1.63,0.99,0.52,0.008,0.66,0.37,0.32,0.37,50,0.1616 
9.63,9.75,1041,1.14,1.32,0.33,0.012,1.22,0.31,0.5,0.39,153,0.0947 
11.92,8.11,1195,1.37,0.85,0.6,0.008,0.7,0.5,0.63,0.48,168,0.0723 
9.69,10.58,1156,0.54,0.79,0.65,0.019,1.73,0.53,0.21,0.13,95,0.0509 
9.3,8.93,833,0.77,1.49,0.34,0.008,0.84,0.41,0.26,0.36,96,0.0806 
6.14,10.82,1411,0.33,1.24,0.38,0.01,1.57,0.6,0.55,0.34,161,0.1618 
7.94,8.22,1133,1.65,1.31,0.35,0.011,0.97,0.63,0.54,0.41,87,0.1092 
9.93,8.98,1480,1.5,0.56,0.68,0.014,1.17,0.41,0.21,0.45,67,0.0571 
8.7,6.87,1285,0.99,1.32,0.59,0.007,1.68,0.7,0.68,0.21,153,0.1759 
10.68,11.05,916,1.48,1.42,0.33,0.014,0.8,0.39,0.39,0.2,43,0.0478 
8.95,5.08,1327,1.24,1.35,0.26,0.004,0.93,0.36,0.59,0.11,189,0.2267 
10.04,6.87,1181,0.6,0.66,0.69,0.019,1.1,0.25,0.29,0.18,179,0.0966 
10.6,9.29,895,0.37,1.25,0.47,0.019,0.75,0.59,0.59,0.28,29,0.0383 
6.58,11.57,859,1.57,0.41,0.65,0.017,0.81,0.47,0.56,0.2,32,0.0260 
6.03,7.79,1479,1.22,0.94,0.22,0.015,1.83,0.25,0.69,0.3,136,0.1944 
7.87,4.55,1094,1.56,1.09,0.69,0.007,1.93,0.44,0.45,0.12,188,0.2292 
10.36,6.44,1419,1.16,1.55,0.25,0.012,0.53,0.54,0.64,0.13,191,0.1866 
7.01,7.36,1477,1.38,0.51,0.6,0.003,1.37,0.61,0.42,0.49,193,0.1287 
9.67,10.92,1288,1.68,0.46,0.22,0.003,1.88,0.2,0.3,0.19,128,0.0480 
5.79,7.3,1436,1.63,1.07,0.31,0.004,0.81,0.26,0.29,0.3,170,0.2520 
5.08,5.87,1273,1.1,0.31,0.46,0.018,0.68,0.33,0.37,0.25,136,0.1597 
5.82,8.04,1345,0.57,0.49,0.23,0.015,1.07,0.2,0.66,0.18,148,0.1201 
8.68,11.57,910,0.3,1.33,0.59,0.005,0.93,0.62,0.46,0.12,45,0.0475 
11,8.15,1198,0.59,0.31,0.52,0.02,1.25,0.64,0.24,0.32,13,0.0144 
6.74,6.21,809,1.35,1.67,0.45,0.014,1.83,0.65,0.28,0.13,86,0.1874 
8.57,11.33,1186,1.13,1.43,0.37,0.015,0.72,0.4,0.5,0.22,86,0.0796 
7.05,4.03,1241,0.58,0.84,0.57,0.006,2,0.56,0.27,0.21,117,0.2242 
5.46,7.18,1373,1.73,1.35,0.23,0.017,1.02,0.36,0.67,0.14,130,0.3146 
9.76,11.68,845,0.36,0.66,0.36,0.012,0.87,0.55,0.68,0.21,29,0.0190 
10.79,9.13,1064,0.76,0.58,0.57,0.013,1.01,0.66,0.22,0.15,114,0.0492 
6.78,11.35,1356,0.31,0.67,0.26,0.008,0.92,0.62,0.54,0.43,176,0.0932 
9.68,5.76,1161,1.02,0.99,0.21,0.015,0.79,0.4,0.5,0.45,26,0.0667 
5.41,4.67,1455,0.31,1.44,0.46,0.007,0.72,0.46,0.22,0.19,141,0.4536 
5.52,5.39,1479,1.58,1.16,0.4,0.007,0.63,0.33,0.69,0.13,95,0.2743 
11.73,7.71,1256,1.68,1.07,0.27,0.003,0.72,0.34,0.23,0.21,95,0.0750 
7.45,5.19,889,0.35,1.42,0.41,0.015,0.84,0.49,0.55,0.37,16,0.0930 
9.27,6.78,1389,0.92,1.31,0.67,0.012,1.24,0.36,0.33,0.28,174,0.1787 
6.81,8.87,1316,1.36,0.81,0.38,0.002,0.96,0.47,0.53,0.33,145,0.1342 
9.23,4.36,1106,0.82,0.7,0.63,0.012,1.87,0.61,0.44,0.11,177,0.1539 
11.43,4.53,1105,0.57,1.64,0.38,0.007,1.87,0.58,0.48,0.43,171,0.2004 
11.58,10.96,1471,1.69,1.02,0.21,0.012,1.28,0.41,0.67,0.16,180,0.0812 
9.22,9.5,811,1.16,0.77,0.37,0.016,1.38,0.43,0.35,0.25,41,0.0380 
9.63,11.94,1158,1.25,0.64,0.24,0.019,1.02,0.41,0.4,0.17,60,0.0350 
10.32,6.05,813,0.91,1.22,0.24,0.019,0.91,0.22,0.6,0.27,187,0.1285 
9.76,11.99,1211,0.74,0.64,0.33,0.007,1.5,0.4,0.67,0.19,197,0.0549 
8.76,8.75,1277,0.31,0.3,0.25,0.012,0.58,0.37,0.23,0.4,138,0.0539 
10.2,7.33,942,1.56,1.06,0.67,0.017,1.1,0.56,0.26,0.11,164,0.0983 
8.75,8.07,1356,0.82,1.6,0.6,0.015,1.99,0.46,0.41,0.22,74,0.1237 
8.24,7.56,1449,0.41,0.81,0.61,0.015,0.52,0.57,0.39,0.22,71,0.0910 
5.54,10,1135,0.85,1.74,0.23,0.004,0.67,0.63,0.69,0.11,182,0.2415 
9.65,7.93,960,0.98,0.96,0.6,0.004,0.68,0.66,0.62,0.32,72,0.0645 
5.06,8.47,1354,0.97,0.85,0.31,0.016,1.38,0.35,0.66,0.37,44,0.1293 
10.19,9.22,1073,1.23,1.15,0.56,0.019,0.57,0.61,0.46,0.35,189,0.1018 
5.33,5.2,975,1.36,0.81,0.27,0.018,1.16,0.36,0.7,0.28,83,0.2004 
8.08,11,870,0.55,0.55,0.21,0.007,1.53,0.45,0.59,0.14,82,0.0393 
10.99,8.44,1424,0.9,1.13,0.22,0.005,0.9,0.28,0.28,0.49,193,0.1047 
5.01,8.2,995,1.28,1.4,0.24,0.011,0.95,0.32,0.66,0.29,169,0.3031 
8.58,6.99,968,1.76,1.31,0.34,0.012,0.94,0.32,0.22,0.26,13,0.0493 
6.09,9.58,1218,0.48,0.46,0.69,0.003,1.38,0.5,0.43,0.31,42,0.0457 
10.3,7.71,1054,0.43,1.73,0.21,0.011,0.75,0.44,0.23,0.45,76,0.1084 
11.48,9.47,906,1.07,1.79,0.67,0.005,1.88,0.27,0.65,0.28,24,0.0430 
7.44,10.74,1432,1.56,1.48,0.46,0.01,0.81,0.54,0.59,0.16,23,0.0832 
8.43,5.03,1062,0.31,0.84,0.5,0.01,1.78,0.26,0.3,0.11,32,0.0679 
8.78,4.7,1056,0.49,0.65,0.68,0.013,1.23,0.44,0.6,0.31,44,0.0764 
5.74,7.35,1462,0.43,0.57,0.34,0.005,1.8,0.26,0.59,0.31,88,0.1289 
9,9.16,1063,0.77,1.78,0.67,0.008,0.84,0.53,0.42,0.1,148,0.1438 
7.24,4.8,1362,1.4,1.53,0.32,0.012,1.42,0.26,0.25,0.29,178,0.3466 
8.31,11.18,1114,1.06,1.45,0.43,0.015,1.89,0.47,0.46,0.1,120,0.1070 
