10.5,7.54,1009,0.73,1.06,0.31,0.005,1.98,0.48,0.52,0.19,165,0.0960 
11.83,4.95,1343,0.79,1.68,0.62,0.02,1.74,0.66,0.36,0.27,134,0.1742 
11.33,5.02,1096,0.36,0.96,0.23,0.011,1.79,0.22,0.57,0.41,117,0.1044 
9.76,9.44,1424,1.72,1.1,0.44,0.006,1.22,0.31,0.44,0.48,117,0.0948 
5.7,7.74,807,0.9,1.49,0.32,0.014,1.5,0.49,0.66,0.21,82,0.1914 
6.09,10.25,1231,1.35,0.31,0.33,0.02,1.51,0.2,0.33,0.35,149,0.0792 
7.19,8.1,1334,0.57,0.86,0.5,0.013,1.79,0.53,0.67,0.18,38,0.0841 
10.78,10.96,1232,1.1,0.59,0.62,0.007,1.13,0.65,0.46,0.43,124,0.0436 
9.08,8.37,1238,0.78,0.81,0.39,0.019,1.66,0.68,0.22,0.18,157,0.0996 
7.87,10.09,1281,1.8,1.44,0.53,0.017,1.4,0.2,0.4,0.27,135,0.1388 
11.84,10.02,1083,1.64,1.73,0.62,0.011,0.68,0.29,0.21,0.22,163,0.0904 
10.25,6.4,1440,0.48,1.38,0.49,0.009,1.82,0.54,0.33,0.39,114,0.1414 
10.27,10.21,1373,1.04,1.74,0.59,0.019,1.72,0.47,0.49,0.49,141,0.1185 
6.56,5.38,1336,1.34,0.86,0.28,0.012,1.71,0.6,0.58,0.23,179,0.2293 
8.61,8.34,1261,0.7,1.5,0.53,0.013,0.82,0.69,0.31,0.31,176,0.1691 
9.46,9.86,1316,0.35,0.85,0.27,0.003,1.51,0.62,0.59,0.14,150,0.0741 
8.93,6.48,1196,1.57,1.77,0.68,0.014,1.87,0.66,0.57,0.39,157,0.1969 
8.07,7.06,1468,1.09,0.53,0.32,0.015,1.42,0.26,0.53,0.31,112,0.0938 
6.42,9.34,907,0.36,1.4,0.55,0.002,1.64,0.64,0.34,0.16,36,0.0799 
11.76,11.09,1226,1.79,1.12,0.67,0.009,1.28,0.28,0.53,0.2,24,0.0316 
9.28,11.68,1436,0.31,1.05,0.56,0.008,0.82,0.36,0.63,0.4,58,0.0513 
7.87,4.79,1138,0.6,1.29,0.31,0.004,1.53,0.32,0.54,0.44,87,0.1850 
8.38,4.75,1464,0.82,1.05,0.43,0.017,1.27,0.64,0.31,0.27,54,0.1583 
9.99,10.75,893,0.4,1.75,0.4,0.008,1.87,0.64,0.44,0.38,141,0.0930 
7.69,11.82,1360,0.81,1.49,0.52,0.017,1.95,0.35,0.69,0.3,148,0.1262 
9.1,10.44,1359,1.01,1.5,0.33,0.009,0.82,0.27,0.34,0.26,186,0.1244 
10.64,9.12,1106,1.63,0.47,0.63,0.018,1.7,0.37,0.28,0.13,154,0.0586 
7.21,11.11,804,1.29,1.57,0.67,0.007,0.9,0.37,0.57,0.38,160,0.1312 
8.12,7.86,826,0.72,1.55,0.29,0.016,0.9,0.47,0.21,0.15,144,0.1443 
5.5,5.92,1069,0.86,0.99,0.26,0.007,1.9,0.46,0.34,0.42,18,0.1076 
11.38,7.25,898,1.28,0.62,0.35,0.015,1.73,0.3,0.62,0.33,163,0.0688 
8.57,4.48,930,1.43,0.7,0.31,0.014,1.57,0.35,0.2,0.22,120,0.1248 
10.87,5.06,868,1.24,1.69,0.62,0.018,1.25,0.53,0.21,0.32,67,0.1015 
7.56,9.31,1468,1.1,0.64,0.37,0.017,1.39,0.33,0.64,0.19,32,0.0515 
11.93,11.59,991,0.36,0.32,0.3,0.01,1,0.28,0.25,0.12,49,0.0166 
10.2,11.06,1256,1.28,1.16,0.62,0.017,1.85,0.49,0.2,0.34,25,0.0421 
11.5,8.93,1122,1.41,1.62,0.32,0.009,0.93,0.53,0.66,0.41,74,0.0759 
5.54,4.04,1175,1.28,1.09,0.33,0.009,1.58,0.68,0.39,0.41,73,0.2909 
9.4,6.73,1225,1.66,1.49,0.21,0.018,1.07,0.61,0.41,0.46,168,0.1691 
11.98,7.54,1061,1.23,1.51,0.65,0.018,1.38,0.66,0.29,0.45,122,0.1019 
6.66,8.94,1344,1.66,1.38,0.65,0.01,1.64,0.23,0.41,0.4,131,0.1977 
7.72,8.55,1018,0.49,0.45,0.62,0.018,1.19,0.63,0.27,0.24,118,0.0648 
7.3,8.4,1491,1.16,1.78,0.23,0.004,0.67,0.26,0.43,0.47,182,0.2472 
11.86,5.54,1202,0.8,1.42,0.27,0.012,1.18,0.58,0.36,0.36,147,0.1341 
8.64,8.95,1270,1.12,1.67,0.32,0.017,1.29,0.52,0.24,0.25,142,0.1528 
10.97,9.16,871,1.65,0.53,0.35,0.015,1.52,0.48,0.32,0.14,147,0.0488 
8.79,9.91,1024,0.49,1.21,0.66,0.016,1.84,0.36,0.29,0.33,106,0.0846 
11.38,5.91,1030,1.76,1.08,0.3,0.003,1.35,0.33,0.37,0.29,123,0.0877 
10.58,11.12,1486,1.45,0.63,0.66,0.013,1.78,0.36,0.58,0.45,123,0.0547 
9.08,6.11,1464,1.57,0.35,0.63,0.014,1.09,0.3,0.61,0.22,51,0.0539 
10.64,10.4,1080,1.64,0.78,0.64,0.017,1.3,0.68,0.32,0.21,185,0.0674 
8.78,4.5,1210,1.12,1.72,0.6,0.008,1.79,0.26,0.47,0.32,24,0.1375 
7.7,7.28,1004,1.13,0.63,0.44,0.011,1.27,0.55,0.43,0.38,129,0.0941 
5.9,7.48,1044,0.33,0.44,0.63,0.009,1.49,0.37,0.54,0.46,101,0.0889 
5.01,8.59,1004,1.57,0.8,0.37,0.015,0.62,0.59,0.33,0.16,156,0.1807 
6.99,11.92,1397,1.44,0.58,0.48,0.018,1.71,0.24,0.41,0.31,129,0.0794 
6.26,11.11,956,1.57,1.6,0.25,0.016,1.92,0.66,0.21,0.21,198,0.1932 
6.96,4.89,1149,1.09,0.58,0.2,0.013,1.84,0.38,0.24,0.17,125,0.1527 
6.32,11.2,997,0.39,1.11,0.56,0.02,1.15,0.58,0.66,0.47,44,0.0647 
6.83,7.37,1396,0.83,0.3,0.66,0.004,1.86,0.54,0.2,0.38,140,0.0909 
9.92,8.59,1193,0.63,0.84,0.58,0.013,1.2,0.34,0.23,0.29,65,0.0600 
5.32,10.99,1227,0.35,0.85,0.24,0.011,1.34,0.44,0.47,0.32,193,0.1466 
9.19,6.21,1121,0.45,0.99,0.37,0.01,1.21,0.44,0.61,0.17,113,0.1158 
10.59,5.87,984,1.26,0.84,0.27,0.019,0.88,0.48,0.21,0.11,67,0.0650 
5.62,10.84,1051,0.77,0.34,0.43,0.005,1.64,0.43,0.27,0.4,85,0.0537 
11.24,10.68,1232,1.24,1.28,0.67,0.018,1.77,0.23,0.3,0.34,70,0.0579 
7.06,11.16,1497,1.45,1.08,0.37,0.02,0.66,0.66,0.32,0.37,115,0.1140 
6.88,5.66,864,0.46,0.7,0.42,0.01,1.86,0.26,0.66,0.21,103,0.1263 
6.09,5.62,1186,0.4,0.68,0.58,0.002,1.81,0.51,0.58,0.26,132,0.1674 
10.53,11.63,1223,1.49,0.69,0.27,0.004,0.73,0.69,0.33,0.41,10,0.0172 
6.06,9.88,1080,1.05,1.53,0.5,0.011,1.94,0.4,0.52,0.11,43,0.1281 
11.63,10.76,1112,1.48,0.69,0.42,0.014,1.72,0.38,0.26,0.29,24,0.0211 
10.07,6.96,1025,1.33,1.36,0.51,0.009,0.75,0.63,0.33,0.25,63,0.0853 
10.41,5.81,1396,1.09,1.1,0.32,0.02,1.85,0.29,0.23,0.3,129,0.1286 
10.55,6.42,1474,1.15,1.73,0.42,0.018,1.53,0.62,0.4,0.16,105,0.1666 
7.34,8.2,1214,0.95,0.77,0.3,0.016,1.58,0.27,0.29,0.31,188,0.1315 
10.32,11.71,833,0.31,1.03,0.54,0.008,1.08,0.33,0.66,0.17,133,0.0518 
10.39,5.55,995,1.33,1.15,0.31,0.003,1.38,0.47,0.52,0.24,91,0.1197 
8.48,8.3,1227,0.78,0.75,0.22,0.015,0.56,0.58,0.46,0.26,101,0.0795 
5.13,11.79,1027,0.4,1.57,0.64,0.009,0.69,0.49,0.69,0.27,139,0.1835 
10.94,11.28,1305,1.32,1.05,0.42,0.006,1.22,0.35,0.57,0.33,89,0.0527 
6.54,10.58,1440,1.62,0.53,0.4,0.019,0.82,0.4,0.41,0.42,23,0.0408 
10.07,10.78,1476,1.47,0.54,0.54,0.007,0.66,0.43,0.54,0.17,138,0.0585 
7.53,5.84,1308,0.57,1.4,0.61,0.019,1.87,0.51,0.27,0.21,146,0.2372 
6.97,4.26,900,1.41,1.43,0.56,0.016,1.92,0.57,0.52,0.44,41,0.1614 
10.93,8.86,1211,1.43,0.9,0.68,0.013,1.29,0.54,0.61,0.14,154,0.0815 
6.91,11.58,886,1.68,0.32,0.3,0.019,1.42,0.64,0.34,0.11,66,0.0374 
8.34,11.24,1339,0.78,1.23,0.38,0.009,1.03,0.57,0.26,0.23,10,0.0415 
9.17,11.7,1252,0.59,1.64,0.2,0.006,0.66,0.43,0.55,0.25,100,0.0902 
7.46,5.89,1009,1.49,0.6,0.5,0.013,0.71,0.52,0.41,0.16,143,0.1113 
8.87,11.6,1434,1.16,1.61,0.24,0.005,1.95,0.6,0.48,0.46,125,0.1143 
7.32,5.45,987,0.62,1.19,0.25,0.004,1.54,0.29,0.58,0.46,173,0.2176 
8.35,4.06,1186,0.85,0.99,0.63,0.008,1.67,0.42,0.62,0.38,174,0.2284 
9.23,5.75,1040,0.99,1.51,0.61,0.016,1.26,0.22,0.27,0.42,84,0.1490 
8.45,10.3,1346,0.92,0.85,0.41,0.01,1.19,0.62,0.65,0.16,59,0.0580 
5.61,6.19,1136,0.89,1.63,0.61,0.012,1.28,0.49,0.2,0.49,39,0.2296 
8.65,5.45,882,0.53,0.49,0.25,0.009,0.56,0.42,0.6,0.13,51,0.0577 
5.38,5.81,982,1.48,1.55,0.5,0.016,1.69,0.35,0.65,0.23,195,0.3965 
7.05,10.51,1171,1.58,1.32,0.69,0.011,1.7,0.45,0.64,0.34,58,0.0968 
7.74,10.95,1413,1.56,1.27,0.44,0.007,1.97,0.58,0.61,0.15,172,0.1306 
6.33,5.15,1380,0.45,1.2,0.45,0.005,1.35,0.25,0.67,0.16,139,0.2952 
9.48,5.82,849,1.43,0.37,0.27,0.003,1.85,0.45,0.67,0.38,116,0.0556 
9.24,9.97,839,1.58,0.39,0.29,0.016,1.34,0.6,0.7,0.28,187,0.0517 
11.38,11.42,1038,1.12,1.04,0.31,0.013,1.12,0.38,0.61,0.28,18,0.0229 
8.96,7.75,1275,1.71,1.57,0.27,0.019,0.78,0.64,0.48,0.15,173,0.1703 
7.29,11.95,879,0.98,1.76,0.44,0.017,1.14,0.3,0.37,0.49,13,0.0526 
9.16,8.04,1068,1.73,0.49,0.68,0.017,1.56,0.69,0.54,0.34,130,0.0662 
10.29,8.41,978,1.22,1.34,0.68,0.009,1.15,0.68,0.67,0.43,187,0.1136 
10.48,9.09,901,0.45,0.69,0.5,0.008,1.57,0.63,0.53,0.33,27,0.0244 
10.68,6.69,1450,0.45,0.99,0.62,0.012,1.15,0.59,0.31,0.21,115,0.1040 
5.14,10.3,1153,1.13,0.98,0.69,0.006,1.32,0.24,0.4,0.18,27,0.0862 
9.95,5.62,1198,1.33,1.71,0.65,0.016,0.62,0.61,0.36,0.1,122,0.1973 
9.15,9.25,1343,1.28,0.99,0.45,0.003,0.89,0.48,0.23,0.33,107,0.0865 
5.49,4.5,1196,1.12,1.07,0.62,0.002,1,0.25,0.27,0.39,25,0.1598 
5.54,6.58,1219,1.79,1.32,0.61,0.01,1.68,0.57,0.21,0.27,53,0.1899 
9.37,7.39,921,0.5,1.58,0.29,0.005,0.84,0.48,0.67,0.45,66,0.0891 
11.66,5.38,1024,1.08,1.46,0.58,0.003,0.54,0.56,0.46,0.43,146,0.1406 
5,11.99,1473,0.94,1.38,0.43,0.01,1.58,0.55,0.62,0.46,79,0.1584 
8.72,5.27,1138,0.99,1.46,0.48,0.012,1.86,0.58,0.68,0.17,148,0.2087 
5.1,4.83,1053,0.47,0.32,0.22,0.006,1.87,0.47,0.33,0.21,110,0.1464 
7.34,10.5,1274,1.7,0.47,0.43,0.005,1.69,0.25,0.27,0.49,33,0.0348 
8.4,6.94,1261,0.95,1.16,0.36,0.012,0.8,0.42,0.62,0.1,24,0.0812 
11.86,5.01,822,1.27,1.78,0.52,0.02,0.55,0.21,0.38,0.12,72,0.1135 
11.65,8.92,1387,0.97,0.92,0.29,0.018,1.11,0.66,0.68,0.47,96,0.0666 
11.07,7.22,921,0.92,0.39,0.44,0.013,1.73,0.27,0.34,0.43,140,0.0539 
10.94,7.18,1346,1.14,0.83,0.55,0.013,1.72,0.52,0.67,0.32,67,0.0680 
5.05,8.17,1350,0.62,1.8,0.24,0.02,0.55,0.35,0.59,0.48,189,0.3548 
10.55,10.55,1210,1.49,0.44,0.62,0.006,1.83,0.37,0.33,0.36,148,0.0474 
7.1,8.02,1248,0.84,1.03,0.39,0.012,1.66,0.68,0.32,0.19,10,0.0587 
9.99,8.11,1181,1.64,1.48,0.44,0.012,1.81,0.42,0.66,0.18,95,0.1027 
9.48,7.99,1230,1.74,0.47,0.52,0.018,1.32,0.37,0.61,0.3,172,0.0823 
11.49,8.69,860,1.27,0.4,0.34,0.01,0.69,0.47,0.65,0.13,130,0.0400 
5.07,10.11,1407,0.35,1.26,0.42,0.013,1.15,0.39,0.64,0.21,66,0.1581 
11.82,5.08,937,0.47,1.2,0.34,0.016,2,0.62,0.21,0.39,151,0.1248 
8.85,11.5,1412,0.36,1.04,0.34,0.014,1.79,0.55,0.2,0.36,97,0.0705 
10.06,11.09,1160,0.39,1.4,0.22,0.02,0.54,0.27,0.38,0.36,80,0.0645 
10.59,6.22,854,1.5,1.68,0.44,0.006,1.18,0.21,0.2,0.35,162,0.1454 
6.85,7.25,1220,0.5,0.95,0.69,0.019,0.79,0.52,0.29,0.34,94,0.1392 
11.38,7.1,842,0.4,1.47,0.4,0.01,1.41,0.21,0.32,0.34,31,0.0472 
9.41,11.95,927,0.33,0.61,0.26,0.005,0.89,0.4,0.64,0.3,24,0.0172 
5.68,4.35,1316,0.74,1.66,0.63,0.013,0.61,0.6,0.47,0.47,140,0.5226 
8.32,4.14,1491,1.54,0.63,0.3,0.008,1.81,0.48,0.53,0.32,62,0.1135 
5.82,5.86,1463,1.08,0.32,0.34,0.006,1.23,0.66,0.41,0.29,40,0.0789 
11.75,8.99,1436,0.73,0.33,0.67,0.007,1.14,0.58,0.21,0.45,45,0.0230 
8.61,10.57,922,0.47,1.73,0.51,0.01,1.09,0.57,0.62,0.27,22,0.0493 
7.38,9.86,1269,1.34,0.48,0.64,0.012,0.96,0.28,0.52,0.35,144,0.0811 
10.82,9.87,1405,1.32,1.26,0.43,0.01,1.04,0.23,0.24,0.15,51,0.0599 
8.24,9.2,1111,1.23,0.74,0.58,0.014,1.83,0.64,0.2,0.25,69,0.0644 
9.55,5.21,850,0.31,1.22,0.43,0.007,0.66,0.56,0.25,0.36,140,0.1256 
9.07,4.44,917,0.5,0.88,0.4,0.006,1.39,0.4,0.24,0.49,78,0.1146 
11.45,7.63,876,0.78,0.44,0.22,0.01,1.1,0.41,0.29,0.49,198,0.0563 
6.65,4.25,1426,1.11,1.76,0.29,0.009,1.75,0.56,0.39,0.39,10,0.2259 
6.98,8.22,1441,0.7,0.52,0.54,0.014,1.6,0.64,0.23,0.36,91,0.0855 
6.1,4.96,980,0.58,1.12,0.61,0.016,1.88,0.55,0.35,0.23,93,0.2329 
5.97,7.1,840,1.67,1.74,0.35,0.018,0.83,0.7,0.61,0.44,158,0.2750 
11.27,11.43,978,0.86,0.68,0.31,0.016,1.85,0.44,0.38,0.2,194,0.0480 
9.47,11.34,1320,0.99,0.7,0.53,0.014,1.57,0.43,0.53,0.48,17,0.0251 
7.05,6.69,1161,1.43,0.41,0.7,0.006,1.54,0.65,0.54,0.1,12,0.0312 
7.36,6.72,1035,0.64,1.43,0.59,0.018,1.36,0.23,0.49,0.25,186,0.2259 
8.12,4.95,1216,1.8,1.43,0.64,0.003,0.85,0.34,0.55,0.45,149,0.2040 
9.02,6.54,1122,0.81,0.81,0.22,0.003,1.5,0.59,0.67,0.28,189,0.1233 
7.31,9.08,810,1.09,1.54,0.58,0.006,0.74,0.3,0.56,0.11,143,0.1481 
7.09,7.62,1028,1.25,1.57,0.39,0.017,1.77,0.37,0.65,0.44,132,0.2114 
10.98,7.21,1440,1.65,0.37,0.66,0.009,1.03,0.67,0.55,0.28,23,0.0244 
9.43,7.2,1141,1.14,1.29,0.32,0.003,1.83,0.69,0.52,0.11,118,0.1229 
11.06,10.59,1008,0.5,1.32,0.47,0.02,1.27,0.56,0.28,0.38,150,0.0709 
7.82,10.23,1150,1.56,1.02,0.21,0.011,1.83,0.6,0.38,0.4,165,0.1110 
7.29,4.12,1274,1.22,0.55,0.41,0.01,1.49,0.3,0.48,0.13,146,0.1827 
10.23,6.02,1433,0.81,1.24,0.24,0.007,1.82,0.53,0.49,0.12,164,0.1625 
10.84,7.83,1388,0.5,0.69,0.61,0.004,0.86,0.44,0.51,0.34,27,0.0352 
11.47,10.22,1367,0.51,1.32,0.62,0.012,1.12,0.62,0.31,0.47,51,0.0530 
10.05,10,1397,0.48,0.72,0.43,0.015,0.57,0.25,0.58,0.34,98,0.0545 
5.61,8.86,1171,1.05,0.7,0.37,0.004,0.55,0.52,0.57,0.19,185,0.1553 
5.36,6.77,1255,1.77,0.95,0.22,0.013,1,0.22,0.63,0.47,16,0.0889 
11.5,11.88,1313,1.04,1.64,0.52,0.008,1.96,0.36,0.67,0.38,86,0.0632 
7.46,4.73,1268,1.71,0.68,0.5,0.017,1.14,0.32,0.62,0.26,127,0.1611 
8.63,9.36,1039,0.6,0.94,0.6,0.009,0.67,0.53,0.7,0.3,199,0.0969 
11.33,8.85,1250,1.15,1.47,0.3,0.015,1.12,0.6,0.53,0.29,64,0.0726 
8.53,8.15,901,1.38,0.54,0.21,0.004,0.66,0.67,0.61,0.48,61,0.0447 
8.62,11.96,1427,1.36,1.24,0.49,0.009,0.62,0.6,0.26,0.21,92,0.0823 
5.32,8.02,1210,0.3,1.52,0.51,0.008,1.04,0.25,0.36,0.49,47,0.1736 
11.24,5.93,1486,1.69,0.84,0.26,0.018,1.75,0.67,0.36,0.39,135,0.1085 
7.9,11.55,1485,0.67,1.14,0.59,0.002,1.61,0.58,0.26,0.31,46,0.0677 
9.45,9.44,1055,0.47,1.76,0.33,0.008,1.9,0.5,0.37,0.24,190,0.1330 
10.08,10.41,1048,1.64,0.67,0.47,0.018,0.79,0.62,0.46,0.34,136,0.0594 
8.04,5.81,1485,1.14,1.19,0.26,0.004,1.94,0.52,0.35,0.32,103,0.1825 
9.1,10.94,911,1.77,1.52,0.44,0.008,1.98,0.49,0.3,0.12,50,0.0638 
7.58,9.35,1142,0.64,1.78,0.55,0.01,1.37,0.3,0.56,0.27,91,0.1454 
7.26,7.33,1056,0.7,1.19,0.49,0.011,1.68,0.44,0.49,0.13,178,0.1788 
7.26,9.92,969,1.09,1.11,0.65,0.018,1.79,0.38,0.51,0.14,120,0.1080 
7.85,6.21,1315,1.24,1.24,0.3,0.008,0.73,0.64,0.37,0.19,154,0.1924 
8.39,9.51,807,1.15,0.55,0.55,0.018,1.29,0.37,0.66,0.21,39,0.0338 
6.28,9.51,1195,0.74,1.67,0.52,0.02,1.48,0.51,0.67,0.35,66,0.1740 
7.27,10.91,1317,0.6,1.19,0.65,0.009,1.12,0.32,0.54,0.47,129,0.1088 
9.24,6.47,820,0.65,0.63,0.65,0.002,1.11,0.22,0.45,0.41,73,0.0521 
10.86,6.6,1071,1.57,0.94,0.36,0.006,1.84,0.31,0.39,0.21,80,0.0726 
8.06,8.47,1406,0.46,1.25,0.34,0.011,0.69,0.55,0.53,0.2,21,0.0680 
11.44,6.8,919,0.74,1.58,0.33,0.003,0.7,0.65,0.39,0.24,60,0.0784 
5.06,4.42,1220,0.62,0.78,0.33,0.012,0.74,0.33,0.24,0.4,101,0.2822 
11.9,7.53,1461,0.48,1.33,0.4,0.018,0.67,0.28,0.23,0.44,78,0.0791 
7.06,11.07,969,1.7,0.86,0.49,0.005,1.87,0.41,0.61,0.32,58,0.0564 
8.08,8.01,915,1.71,0.86,0.52,0.016,0.62,0.39,0.59,0.31,140,0.0912 
6.75,7.77,979,1.33,1.44,0.37,0.011,1.29,0.52,0.59,0.1,123,0.1904 
8.65,8.46,1083,1.42,1.1,0.56,0.02,1.26,0.68,0.22,0.35,35,0.0639 
10.88,8,931,1.43,1.19,0.51,0.009,1.98,0.31,0.27,0.39,155,0.0911 
11.82,11.83,1189,1.72,0.42,0.54,0.015,1.97,0.51,0.51,0.49,197,0.0426 
7.86,4.78,1253,1.69,0.45,0.41,0.013,0.82,0.21,0.44,0.34,137,0.1247 
5.99,7.34,1479,1.1,0.76,0.29,0.014,0.56,0.24,0.37,0.36,59,0.1280 
9.76,6.81,816,1.14,1.54,0.41,0.012,0.57,0.45,0.35,0.28,40,0.0792 
8.52,10.01,1226,0.62,1.09,0.55,0.01,1.7,0.51,0.35,0.1,113,0.0901 
5.74,10.37,1340,1.25,1.69,0.28,0.016,1.83,0.29,0.62,0.28,193,0.2741 
8.69,5.65,901,0.63,1.75,0.49,0.011,1.28,0.69,0.34,0.26,42,0.1346 
10.24,5.31,852,0.59,0.87,0.65,0.004,1.39,0.38,0.5,0.38,195,0.1151 
6.39,4.01,1039,0.67,0.43,0.38,0.004,1.49,0.56,0.47,0.16,185,0.1944 
6.87,11.01,1425,1.56,1.79,0.23,0.015,1.75,0.21,0.34,0.35,104,0.1811 
9.06,8.24,1097,1.45,1.29,0.3,0.016,1.69,0.25,0.65,0.28,198,0.1349 
9.57,5.21,1262,1.38,0.5,0.22,0.01,1.74,0.45,0.61,0.25,128,0.0981 
8.13,10.65,1208,0.37,0.91,0.54,0.008,1.97,0.69,0.64,0.1,65,0.0541 
9.97,7.62,856,1.21,1.8,0.66,0.014,1.52,0.42,0.52,0.35,150,0.1318 
6.17,6.97,1439,1.3,0.7,0.68,0.012,1.45,0.2,0.21,0.11,90,0.1455 
5.92,11.51,1344,0.41,1.28,0.51,0.018,1.25,0.53,0.64,0.21,140,0.1584 
10.1,8.53,1478,0.93,1.17,0.44,0.008,1.38,0.64,0.39,0.42,135,0.1049 
7.04,9.56,1358,0.44,1.19,0.2,0.01,1.69,0.63,0.46,0.21,68,0.1068 
6.43,6.41,1034,1.29,1.57,0.51,0.006,1.18,0.42,0.35,0.23,110,0.2374 
5.32,4.7,1261,0.35,0.59,0.21,0.003,1.08,0.46,0.51,0.49,140,0.2312 
9.23,10.43,863,0.97,1.44,0.21,0.017,0.62,0.51,0.47,0.16,154,0.0955 
10.48,4.21,1017,1.08,1.26,0.25,0.002,0.71,0.32,0.43,0.42,86,0.1278 
7.15,10.49,1308,1.21,0.66,0.28,0.008,0.78,0.6,0.57,0.24,130,0.0834 
11.79,7.42,876,1.06,1.24,0.49,0.007,0.5,0.68,0.62,0.34,141,0.0855 
8.16,11.02,1037,0.45,0.59,0.21,0.003,1.43,0.58,0.55,0.39,61,0.0367 
11.42,9.23,1286,0.45,1.56,0.48,0.015,1.43,0.4,0.27,0.47,69,0.0707 
8.77,9.69,958,1.44,1.18,0.31,0.016,1.95,0.41,0.65,0.11,142,0.1005 
11.84,10.21,1105,0.59,1,0.57,0.003,1.62,0.33,0.39,0.15,39,0.0307 
10.14,4.56,1341,1.01,1.42,0.22,0.006,1.18,0.51,0.57,0.44,41,0.1372 
5.77,8.67,1125,0.44,0.96,0.5,0.004,0.89,0.33,0.46,0.24,18,0.0652 
7.4,10.55,1073,0.82,0.63,0.41,0.015,1.58,0.34,0.47,0.46,126,0.0696 
8.84,8.27,1283,1.34,0.3,0.7,0.015,1.36,0.5,0.24,0.39,53,0.0379 
6.65,11.31,1068,1.6,1.22,0.7,0.002,1.96,0.6,0.27,0.25,75,0.0934 
9.03,9.2,834,0.8,0.61,0.58,0.004,1.89,0.47,0.54,0.43,66,0.0378 
11.88,9.64,1114,0.39,0.88,0.26,0.002,1.11,0.47,0.56,0.29,76,0.0407 
10.24,11.58,1082,0.5,1.8,0.32,0.009,1.48,0.29,0.58,0.22,108,0.0759 
7.63,4.37,912,1.77,0.56,0.38,0.013,1.96,0.57,0.2,0.11,65,0.0902 
9.27,6.97,1095,1.27,0.51,0.62,0.01,0.52,0.31,0.6,0.32,114,0.0684 
11.81,11.42,839,0.68,0.61,0.22,0.015,1.36,0.43,0.61,0.22,112,0.0308 
6.45,5.26,1460,1.15,0.86,0.24,0.02,1.27,0.26,0.21,0.46,74,0.1891 
10.82,11.2,830,0.37,0.33,0.38,0.013,0.57,0.39,0.51,0.18,193,0.0328 
8.51,8.63,1415,1.27,0.9,0.58,0.007,1.3,0.32,0.42,0.43,131,0.1104 
8.61,9.82,1068,0.61,0.78,0.63,0.02,0.76,0.7,0.55,0.29,76,0.0594 
9.62,9.48,1250,1.37,0.63,0.39,0.019,0.71,0.45,0.32,0.12,167,0.0808 
5.24,10.8,1166,1.39,1.74,0.42,0.016,1.96,0.56,0.46,0.12,90,0.2047 
6.62,6.81,1217,0.57,1.29,0.44,0.008,1.2,0.66,0.32,0.32,71,0.1674 
10.84,9.64,1440,1.78,0.72,0.53,0.01,1.75,0.45,0.27,0.28,148,0.0749 
10.21,8.41,816,1.73,0.98,0.34,0.008,0.54,0.39,0.22,0.37,119,0.0636 
11.25,4.63,1189,0.89,0.39,0.26,0.003,0.83,0.33,0.64,0.16,152,0.0887 
10.17,7.88,960,1.56,1.77,0.64,0.014,0.6,0.37,0.55,0.4,89,0.1184 
5.42,4.59,888,1.21,0.78,0.27,0.012,1.96,0.23,0.51,0.28,58,0.1523 
7.6,11.05,944,0.42,1.26,0.45,0.013,0.92,0.39,0.63,0.29,41,0.0567 
7.13,4.99,1106,0.7,1.32,0.21,0.005,0.91,0.34,0.57,0.13,122,0.2373 
11.78,9.06,969,1.69,0.38,0.62,0.012,1.29,0.34,0.58,0.25,60,0.0286 
11.38,6.23,1276,1.19,1.54,0.61,0.011,0.97,0.46,0.28,0.43,61,0.0954 
5.36,7.52,1438,1.54,1.76,0.46,0.018,1.47,0.55,0.49,0.22,153,0.3467 
8.61,4.88,1452,1.78,1.36,0.39,0.02,1.66,0.36,0.53,0.22,35,0.1158 
10.85,6.81,853,0.49,0.42,0.26,0.008,0.94,0.25,0.66,0.19,71,0.0384 
11.96,5.35,920,0.57,0.94,0.33,0.016,1.55,0.69,0.51,0.33,133,0.0908 
11.01,6.62,1479,1.33,0.37,0.69,0.007,0.53,0.5,0.26,0.19,177,0.0763 
9.07,9.62,1211,1.35,0.71,0.64,0.005,1.14,0.63,0.51,0.24,189,0.0839 
6.13,6.91,1422,1.2,1.65,0.68,0.008,1.56,0.39,0.35,0.13,62,0.2559 
7.27,5.57,849,1.5,1.41,0.35,0.014,0.77,0.33,0.3,0.31,51,0.1240 
10.37,5.88,972,0.44,0.76,0.5,0.019,1.35,0.63,0.24,0.2,100,0.0817 
9.99,4.63,1205,1.47,0.62,0.28,0.015,0.95,0.21,0.43,0.4,33,0.0581 
8.95,9.51,1091,0.61,0.89,0.31,0.009,1.99,0.37,0.25,0.29,57,0.0546 
9.16,10,1197,1.21,1.73,0.49,0.01,1.05,0.53,0.41,0.35,189,0.1424 
9.54,5.88,1252,0.71,0.33,0.29,0.007,0.98,0.29,0.32,0.24,105,0.0706 
7.45,11.19,977,1.75,1.27,0.23,0.017,1.23,0.58,0.37,0.43,14,0.0486 
6.02,8.93,1342,0.31,1.2,0.43,0.014,1.24,0.62,0.28,0.12,31,0.1010 
8.81,4.82,858,0.76,1.47,0.28,0.004,1.08,0.34,0.53,0.3,127,0.1933 
